,source,target,weight,p_value
1369,p53,NBEAP1,6.7123084,1.0637207e-14
1370,p53,CSTA,9.006078,1.1419113e-14
1371,p53,DQX1,4.387116,2.3399505e-14
1372,p53,PGF,4.4548464,2.7332039e-14
1373,p53,GRHL3,8.21231,3.264459e-14
1374,p53,C2orf66,11.503175,3.4966838e-14
1375,p53,FBXO22,3.692526,3.858552e-14
1376,p53,ANKRD20A12P,3.6917744,4.144129e-14
1377,p53,KANK3,2.9054399,4.5547892e-14
1378,p53,RINL,4.51469,4.9296362e-14
1379,p53,AK1,4.3529925,5.513598e-14
1380,p53,ZNF83,-5.8575187,5.6313613e-14
1381,p53,CYSRT1,5.076431,5.902854e-14
1382,p53,GDF15,9.773982,6.074626e-14
1383,p53,GRIP2,2.5276115,7.259839e-14
1384,p53,EFNB1,2.865679,9.567793e-14
1385,p53,AKR1B10,10.322078,1.053182e-13
1386,p53,CEL,4.049535,1.2753775e-13
1387,p53,PLTP,6.8850327,1.4122246e-13
1388,p53,SLC44A5,5.043421,2.4261704e-13
1389,p53,EI24,4.0920305,2.473977e-13
1390,p53,CSMD3,4.8126016,3.0518066e-13
1391,p53,RTL5,4.5855145,4.1894418e-13
1392,p53,PDE6C,3.0141354,4.593418e-13
1393,p53,CARNS1,4.538734,4.7305703e-13
1394,p53,LCE1C,30.220747,6.0488333e-13
1395,p53,CCDC150,-3.1745272,7.396252e-13
1396,p53,LCE1A,6.154823,8.475458e-13
1397,p53,TREM2,4.101937,9.739648e-13
1398,p53,GDF9,3.3557413,1.0874333e-12
1399,p53,NHLH2,2.201638,1.6515824e-12
